pokedex_number,name,abilities,weight_kg,height_m,type1,type2,generation,is_legendary,hp,attack,defense,sp_attack,sp_defense,speed,base_total,capture_rate,classfication,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water
185,Sudowoodo,"['Sturdy', 'Rock Head', 'Rattled']",38.0,1.2,rock,,2,0,70,100,115,30,65,30,410,65.0,Imitation Pokémon,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0
186,Politoed,"['Water Absorb', 'Damp', 'Drizzle']",33.9,1.1,water,,2,0,90,75,75,90,100,70,500,45.0,Frog Pokémon,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
187,Hoppip,"['Chlorophyll', 'Leaf Guard', 'Infiltrator']",0.5,0.4,grass,flying,2,0,35,35,40,35,55,50,250,255.0,Cottonweed Pokémon,1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.25,0.0,4.0,1.0,2.0,1.0,2.0,1.0,0.5
188,Skiploom,"['Chlorophyll', 'Leaf Guard', 'Infiltrator']",1.0,0.6,grass,flying,2,0,55,45,50,45,65,80,340,120.0,Cottonweed Pokémon,1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.25,0.0,4.0,1.0,2.0,1.0,2.0,1.0,0.5
189,Jumpluff,"['Chlorophyll', 'Leaf Guard', 'Infiltrator']",3.0,0.8,grass,flying,2,0,75,55,70,55,95,110,460,45.0,Cottonweed Pokémon,1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.25,0.0,4.0,1.0,2.0,1.0,2.0,1.0,0.5
190,Aipom,"['Run Away', 'Pickup', 'Skill Link']",11.5,0.8,normal,,2,0,55,70,55,40,55,85,360,45.0,Long Tail Pokémon,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
191,Sunkern,"['Chlorophyll', 'Solar Power', 'Early Bird']",1.8,0.3,grass,,2,0,30,30,30,30,30,30,180,235.0,Seed Pokémon,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5
192,Sunflora,"['Chlorophyll', 'Solar Power', 'Early Bird']",8.5,0.8,grass,,2,0,75,75,55,105,85,30,425,120.0,Sun Pokémon,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5
193,Yanma,"['Speed Boost', 'Compoundeyes', 'Frisk']",38.0,1.2,bug,flying,2,0,65,65,45,75,45,95,390,75.0,Clear Wing Pokémon,0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0
194,Wooper,"['Damp', 'Water Absorb', 'Unaware']",8.5,0.4,water,ground,2,0,55,45,45,25,25,15,210,255.0,Water Fish Pokémon,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0
195,Quagsire,"['Damp', 'Water Absorb', 'Unaware']",75.0,1.4,water,ground,2,0,95,85,85,65,65,35,430,90.0,Water Fish Pokémon,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0
196,Espeon,"['Synchronize', 'Magic Bounce']",26.5,0.9,psychic,,2,0,65,65,60,130,95,110,525,45.0,Sun Pokémon,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
197,Umbreon,"['Synchronize', 'Inner Focus']",27.0,1.0,dark,,2,0,95,65,110,60,130,65,525,45.0,Moonlight Pokémon,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
198,Murkrow,"['Insomnia', 'Super Luck', 'Prankster']",2.1,0.5,dark,flying,2,0,60,85,42,85,42,91,405,30.0,Darkness Pokémon,1.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,0.5,0.5,0.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0
199,Slowking,"['Oblivious', 'Own Tempo', 'Regenerator']",79.5,2.0,water,psychic,2,0,95,75,80,100,110,30,490,70.0,Royal Pokémon,2.0,2.0,1.0,2.0,1.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,1.0,1.0,0.5,1.0,0.5,0.5
200,Misdreavus,['Levitate'],1.0,0.7,ghost,,2,0,60,60,60,85,85,85,435,45.0,Screech Pokémon,0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0
201,Unown,['Levitate'],5.0,0.5,psychic,,2,0,48,72,48,72,48,48,336,225.0,Symbol Pokémon,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
202,Wobbuffet,"['Shadow Tag', 'Telepathy']",28.5,1.3,psychic,,2,0,190,33,58,33,58,33,405,45.0,Patient Pokémon,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
203,Girafarig,"['Inner Focus', 'Early Bird', 'Sap Sipper']",41.5,1.5,normal,psychic,2,0,70,80,65,90,65,85,455,60.0,Long Neck Pokémon,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
204,Pineco,"['Sturdy', 'Overcoat']",7.2,0.6,bug,,2,0,50,65,90,35,35,15,290,190.0,Bagworm Pokémon,1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0
205,Forretress,"['Sturdy', 'Overcoat']",125.8,1.2,bug,steel,2,0,75,90,140,60,60,40,465,75.0,Bagworm Pokémon,0.5,1.0,0.5,1.0,0.5,1.0,4.0,1.0,1.0,0.25,1.0,0.5,0.5,0.0,0.5,1.0,0.5,1.0
206,Dunsparce,"['Serene Grace', 'Run Away', 'Rattled']",14.0,1.5,normal,,2,0,100,70,70,65,65,45,415,190.0,Land Snake Pokémon,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
207,Gligar,"['Hyper Cutter', 'Sand Veil', 'Immunity']",64.8,1.1,ground,flying,2,0,65,75,105,35,65,85,430,60.0,Flyscorpion Pokémon,0.5,1.0,1.0,0.0,1.0,0.5,1.0,1.0,1.0,1.0,0.0,4.0,1.0,0.5,1.0,1.0,1.0,2.0
208,Steelix,"['Rock Head', 'Sturdy', 'Sheer Force']",400.0,9.2,steel,ground,2,0,75,125,230,55,95,30,610,25.0,Iron Snake Pokémon,0.5,1.0,0.5,0.0,0.5,2.0,2.0,0.5,1.0,1.0,2.0,1.0,0.5,0.0,0.5,0.25,0.5,2.0
209,Snubbull,"['Intimidate', 'Run Away', 'Rattled']",7.8,0.6,fairy,,2,0,60,80,50,40,40,30,300,190.0,Fairy Pokémon,0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0
210,Granbull,"['Intimidate', 'Quick Feet', 'Rattled']",48.7,1.4,fairy,,2,0,90,120,75,60,60,45,450,75.0,Fairy Pokémon,0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0
211,Qwilfish,"['Poison Point', 'Swift Swim', 'Intimidate']",3.9,0.5,water,poison,2,0,65,95,85,55,55,85,440,45.0,Balloon Pokémon,0.5,1.0,1.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,2.0,0.5,1.0,0.5,2.0,1.0,0.5,0.5
212,Scizor,"['Swarm', 'Technician', 'Light Metal']",118.0,1.8,bug,steel,2,0,70,150,140,65,100,75,600,25.0,Pincer Pokémon,0.5,1.0,0.5,1.0,0.5,1.0,4.0,1.0,1.0,0.25,1.0,0.5,0.5,0.0,0.5,1.0,0.5,1.0
213,Shuckle,"['Sturdy', 'Gluttony', 'Contrary']",20.5,0.6,bug,rock,2,0,20,10,230,10,230,5,505,190.0,Mold Pokémon,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,2.0,2.0,2.0
214,Heracross,"['Swarm', 'Guts', 'Moxie']",54.0,1.5,bug,fighting,2,0,80,185,115,40,105,75,600,45.0,Singlehorn Pokémon,0.5,0.5,1.0,1.0,2.0,0.5,2.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,2.0,1.0,1.0,1.0
215,Sneasel,"['Inner Focus', 'Keen Eye', 'Pickpocket']",28.0,0.9,dark,ice,2,0,55,95,55,35,75,115,430,60.0,Sharp Claw Pokémon,2.0,0.5,1.0,1.0,2.0,4.0,2.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,0.0,2.0,2.0,1.0
216,Teddiursa,"['Pickup', 'Quick Feet', 'Honey Gather']",8.8,0.6,normal,,2,0,60,80,50,50,50,40,330,120.0,Little Bear Pokémon,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
217,Ursaring,"['Guts', 'Quick Feet', 'Unnerve']",125.8,1.8,normal,,2,0,90,130,75,75,75,55,500,60.0,Hibernator Pokémon,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
218,Slugma,"['Magma Armor', 'Flame Body', 'Weak Armor']",35.0,0.7,fire,,2,0,40,40,40,70,40,20,250,190.0,Lava Pokémon,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0
219,Magcargo,"['Magma Armor', 'Flame Body', 'Weak Armor']",55.0,0.8,fire,rock,2,0,60,50,120,90,80,30,430,75.0,Lava Pokémon,0.5,1.0,1.0,1.0,0.5,2.0,0.25,0.5,1.0,1.0,4.0,0.5,0.5,0.5,1.0,2.0,1.0,4.0
220,Swinub,"['Oblivious', 'Snow Cloak', 'Thick Fat']",6.5,0.4,ice,ground,2,0,50,50,40,30,30,50,250,225.0,Pig Pokémon,1.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0
221,Piloswine,"['Oblivious', 'Snow Cloak', 'Thick Fat']",55.8,1.1,ice,ground,2,0,100,100,80,60,60,50,450,75.0,Swine Pokémon,1.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0
222,Corsola,"['Hustle', 'Natural Cure', 'Regenerator']",5.0,0.6,water,rock,2,0,65,55,95,65,95,35,410,60.0,Coral Pokémon,1.0,1.0,1.0,2.0,1.0,2.0,0.25,0.5,1.0,4.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0
223,Remoraid,"['Hustle', 'Sniper', 'Moody']",12.0,0.6,water,,2,0,35,65,35,65,35,65,300,190.0,Jet Pokémon,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
224,Octillery,"['Suction Cups', 'Sniper', 'Moody']",28.5,0.9,water,,2,0,75,105,75,105,75,45,480,75.0,Jet Pokémon,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
225,Delibird,"['Vital Spirit', 'Hustle', 'Insomnia']",16.0,0.9,ice,flying,2,0,45,55,45,65,45,75,330,45.0,Delivery Pokémon,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0
226,Mantine,"['Swift Swim', 'Water Absorb', 'Water Veil']",220.0,2.1,water,flying,2,0,85,40,70,80,140,70,485,25.0,Kite Pokémon,0.5,1.0,1.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5
227,Skarmory,"['Keen Eye', 'Sturdy', 'Weak Armor']",50.5,1.7,steel,flying,2,0,65,80,140,40,70,70,465,25.0,Armor Bird Pokémon,0.25,1.0,0.5,2.0,0.5,1.0,2.0,0.5,1.0,0.25,0.0,1.0,0.5,0.0,0.5,1.0,0.5,1.0
228,Houndour,"['Early Bird', 'Flash Fire', 'Unnerve']",10.8,0.6,dark,fire,2,0,45,60,30,80,50,65,330,120.0,Dark Pokémon,1.0,0.5,1.0,1.0,1.0,2.0,0.5,1.0,0.5,0.5,2.0,0.5,1.0,1.0,0.0,2.0,0.5,2.0
229,Houndoom,"['Early Bird', 'Flash Fire', 'Unnerve']",35.0,1.4,dark,fire,2,0,75,90,90,140,90,115,600,45.0,Dark Pokémon,1.0,0.5,1.0,1.0,1.0,2.0,0.5,1.0,0.5,0.5,2.0,0.5,1.0,1.0,0.0,2.0,0.5,2.0
230,Kingdra,"['Swift Swim', 'Sniper', 'Damp']",152.0,1.8,water,dragon,2,0,75,95,95,95,95,85,540,45.0,Dragon Pokémon,1.0,1.0,2.0,1.0,2.0,1.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.25
231,Phanpy,"['Pickup', 'Sand Veil']",33.5,0.5,ground,,2,0,90,60,60,40,40,40,330,120.0,Long Nose Pokémon,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0
232,Donphan,"['Sturdy', 'Sand Veil']",120.0,1.1,ground,,2,0,90,120,120,60,60,50,500,60.0,Armor Pokémon,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0
233,Porygon2,"['Trace', 'Download', 'Analytic']",32.5,0.6,normal,,2,0,85,80,90,105,95,60,515,45.0,Virtual Pokémon,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
234,Stantler,"['Intimidate', 'Frisk', 'Sap Sipper']",71.2,1.4,normal,,2,0,73,95,62,85,65,85,465,45.0,Big Horn Pokémon,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
235,Smeargle,"['Own Tempo', 'Technician', 'Moody']",58.0,1.2,normal,,2,0,55,20,35,20,45,75,250,45.0,Painter Pokémon,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
236,Tyrogue,"['Guts', 'Steadfast', 'Vital Spirit']",21.0,0.7,fighting,,2,0,35,35,35,35,35,35,210,75.0,Scuffle Pokémon,0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0
237,Hitmontop,"['Intimidate', 'Technician', 'Steadfast']",48.0,1.4,fighting,,2,0,50,95,95,35,110,70,455,45.0,Handstand Pokémon,0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0
238,Smoochum,"['Oblivious', 'Forewarn', 'Hydration']",6.0,0.4,ice,psychic,2,0,45,30,15,85,65,65,305,45.0,Kiss Pokémon,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,0.5,2.0,2.0,1.0
239,Elekid,"['Static', 'Vital Spirit']",23.5,0.6,electric,,2,0,45,63,37,65,55,95,360,45.0,Electric Pokémon,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
240,Magby,"['Flame Body', 'Vital Spirit']",21.4,0.7,fire,,2,0,45,75,37,70,55,83,365,45.0,Live Coal Pokémon,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0
241,Miltank,"['Thick Fat', 'Scrappy', 'Sap Sipper']",75.5,1.2,normal,,2,0,95,80,105,40,70,100,490,45.0,Milk Cow Pokémon,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
242,Blissey,"['Natural Cure', 'Serene Grace', 'Healer']",46.8,1.5,normal,,2,0,255,10,10,75,135,55,540,30.0,Happiness Pokémon,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
243,Raikou,"['Pressure', 'Inner Focus']",178.0,1.9,electric,,2,1,90,85,75,115,100,115,580,3.0,Thunder Pokémon,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
244,Entei,"['Pressure', 'Inner Focus']",198.0,2.1,fire,,2,1,115,115,85,90,75,100,580,3.0,Volcano Pokémon,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0
245,Suicune,"['Pressure', 'Inner Focus']",187.0,2.0,water,,2,1,100,75,115,90,115,85,580,3.0,Aurora Pokémon,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
246,Larvitar,"['Guts', 'Sand Veil']",72.0,0.6,rock,ground,2,0,50,64,50,45,50,41,300,45.0,Rock Skin Pokémon,1.0,1.0,1.0,0.0,1.0,2.0,0.5,0.5,1.0,4.0,2.0,2.0,0.5,0.25,1.0,0.5,2.0,4.0
247,Pupitar,['Shed Skin'],152.0,1.2,rock,ground,2,0,70,84,70,65,70,51,410,45.0,Hard Shell Pokémon,1.0,1.0,1.0,0.0,1.0,2.0,0.5,0.5,1.0,4.0,2.0,2.0,0.5,0.25,1.0,0.5,2.0,4.0
248,Tyranitar,"['Sand Stream', 'Unnerve']",202.0,2.0,rock,dark,2,0,100,164,150,95,120,71,700,45.0,Armor Pokémon,2.0,0.5,1.0,1.0,2.0,4.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,0.5,0.0,1.0,2.0,2.0
249,Lugia,"['Pressure', 'Multiscale']",216.0,5.2,psychic,flying,2,1,106,90,130,90,154,110,680,3.0,Diving Pokémon,1.0,2.0,1.0,2.0,1.0,0.25,1.0,1.0,2.0,0.5,0.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0
250,Ho-Oh,"['Pressure', 'Regenerator']",199.0,3.8,fire,flying,2,1,106,130,90,110,154,90,680,3.0,Rainbow Pokémon,0.25,1.0,1.0,2.0,0.5,0.5,0.5,1.0,1.0,0.25,0.0,1.0,1.0,1.0,1.0,4.0,0.5,2.0
251,Celebi,['Natural Cure'],5.0,0.6,psychic,grass,2,1,100,100,100,100,100,100,600,45.0,Time Travel Pokémon,4.0,2.0,1.0,0.5,1.0,0.5,2.0,2.0,2.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,0.5
252,Treecko,"['Overgrow', 'Unburden']",5.0,0.5,grass,,3,0,40,45,35,65,55,70,310,45.0,Wood Gecko Pokémon,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5
253,Grovyle,"['Overgrow', 'Unburden']",21.6,0.9,grass,,3,0,50,65,45,85,65,95,405,45.0,Wood Gecko Pokémon,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5
254,Sceptile,"['Overgrow', 'Unburden']",52.2,1.7,grass,,3,0,70,110,75,145,85,145,630,45.0,Forest Pokémon,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5
255,Torchic,"['Blaze', 'Speed Boost']",2.5,0.4,fire,,3,0,45,60,40,70,50,45,310,45.0,Chick Pokémon,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0
256,Combusken,"['Blaze', 'Speed Boost']",19.5,0.9,fire,fighting,3,0,60,85,60,85,60,55,405,45.0,Young Fowl Pokémon,0.25,0.5,1.0,1.0,1.0,1.0,0.5,2.0,1.0,0.5,2.0,0.5,1.0,1.0,2.0,1.0,0.5,2.0
257,Blaziken,"['Blaze', 'Speed Boost']",52.0,1.9,fire,fighting,3,0,80,160,80,130,80,100,630,45.0,Blaze Pokémon,0.25,0.5,1.0,1.0,1.0,1.0,0.5,2.0,1.0,0.5,2.0,0.5,1.0,1.0,2.0,1.0,0.5,2.0
258,Mudkip,"['Torrent', 'Damp']",7.6,0.4,water,,3,0,50,70,50,50,50,40,310,45.0,Mud Fish Pokémon,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
259,Marshtomp,"['Torrent', 'Damp']",28.0,0.7,water,ground,3,0,70,85,70,60,70,50,405,45.0,Mud Fish Pokémon,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0
260,Swampert,"['Torrent', 'Damp']",81.9,1.5,water,ground,3,0,100,150,110,95,110,70,635,45.0,Mud Fish Pokémon,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0
261,Poochyena,"['Run Away', 'Quick Feet', 'Rattled']",13.6,0.5,dark,,3,0,35,55,35,30,30,35,220,255.0,Bite Pokémon,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
262,Mightyena,"['Intimidate', 'Quick Feet', 'Moxie']",37.0,1.0,dark,,3,0,70,90,70,60,60,70,420,127.0,Bite Pokémon,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
263,Zigzagoon,"['Pickup', 'Gluttony', 'Quick Feet']",17.5,0.4,normal,,3,0,38,30,41,30,41,60,240,255.0,Tiny Racoon Pokémon,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
264,Linoone,"['Pickup', 'Gluttony', 'Quick Feet']",32.5,0.5,normal,,3,0,78,70,61,50,61,100,420,90.0,Rush Pokémon,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
265,Wurmple,"['Shield Dust', 'Run Away']",3.6,0.3,bug,,3,0,45,45,35,20,30,20,195,255.0,Worm Pokémon,1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0
266,Silcoon,['Shed Skin'],10.0,0.6,bug,,3,0,50,35,55,25,25,15,205,120.0,Cocoon Pokémon,1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0
267,Beautifly,"['Swarm', 'Rivalry']",28.4,1.0,bug,flying,3,0,60,70,50,100,50,65,395,45.0,Butterfly Pokémon,0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0
268,Cascoon,['Shed Skin'],11.5,0.7,bug,,3,0,50,35,55,25,25,15,205,120.0,Cocoon Pokémon,1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0
269,Dustox,"['Shield Dust', 'Compoundeyes']",31.6,1.2,bug,poison,3,0,60,50,70,50,90,65,385,45.0,Poison Moth Pokémon,0.5,1.0,1.0,1.0,0.5,0.25,2.0,2.0,1.0,0.25,1.0,1.0,1.0,0.5,2.0,2.0,1.0,1.0
270,Lotad,"['Swift Swim', 'Rain Dish', 'Own Tempo']",2.6,0.5,water,grass,3,0,40,30,30,40,50,30,220,255.0,Water Weed Pokémon,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,0.25
271,Lombre,"['Swift Swim', 'Rain Dish', 'Own Tempo']",32.5,1.2,water,grass,3,0,60,50,50,60,70,50,340,120.0,Jolly Pokémon,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,0.25
272,Ludicolo,"['Swift Swim', 'Rain Dish', 'Own Tempo']",55.0,1.5,water,grass,3,0,80,70,70,90,100,70,480,45.0,Carefree Pokémon,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,0.25
273,Seedot,"['Chlorophyll', 'Early Bird', 'Pickpocket']",4.0,0.5,grass,,3,0,40,40,50,30,30,30,220,255.0,Acorn Pokémon,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5
274,Nuzleaf,"['Chlorophyll', 'Early Bird', 'Pickpocket']",28.0,1.0,grass,dark,3,0,70,70,40,60,40,60,340,120.0,Wily Pokémon,4.0,0.5,1.0,0.5,2.0,2.0,2.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.0,1.0,1.0,0.5
275,Shiftry,"['Chlorophyll', 'Early Bird', 'Pickpocket']",59.6,1.3,grass,dark,3,0,90,100,60,90,60,80,480,45.0,Wickid Pokémon,4.0,0.5,1.0,0.5,2.0,2.0,2.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.0,1.0,1.0,0.5
276,Taillow,"['Guts', 'Scrappy']",2.3,0.3,normal,flying,3,0,40,55,30,30,30,85,270,200.0,TinySwallow Pokémon,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0
277,Swellow,"['Guts', 'Scrappy']",19.8,0.7,normal,flying,3,0,60,85,60,75,50,125,455,45.0,Swallow Pokémon,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0
278,Wingull,"['Keen Eye', 'Hydration', 'Rain Dish']",9.5,0.6,water,flying,3,0,40,30,30,55,30,85,270,190.0,Seagull Pokémon,0.5,1.0,1.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5
